"Perioden";"Regio's";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/Jonger dan 5 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/5 tot 10 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/10 tot 15 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/15 tot 20 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/20 tot 25 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/25 tot 45 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/45 tot 65 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/65 tot 80 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/80 jaar of ouder (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Totaal met migratieachtergrond (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Westerse migratieachtergrond (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Totaal niet-westerse migratieachtergrond (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Marokko (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/(voormalige) Nederlandse Antillen, Aruba (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Suriname (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Turkije (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Overig niet-westerse migratieachtergrond (%)";"Bevolking/Particuliere huishoudens/Gemiddelde huishoudensgrootte (personen per 1 huishouden)";"Bouwen en wonen/Waarde onroerende zaken/Gemiddelde woningwaarde (1 000 euro)"
"1995";"Eijsden";6,9;6,5;5,5;5,4;5,9;32,6;25,1;9,1;3;;;;;;;;;2,67;
"1996";"Eijsden";6,7;6,6;5,8;5,1;5,7;32,3;25,6;9,2;3;12,8;11,9;0,8;0,2;0,1;0;0;0,5;2,65;
"1997";"Eijsden";6,5;6,9;5,6;5,5;4,9;32,1;26,2;9,3;3,1;12,6;11,7;0,9;0,2;0,1;0;0;0,6;2,63;103
"1998";"Eijsden";6,6;6,8;6;5,4;4,5;31,2;26,8;9,6;3,1;12,6;11,7;0,9;0,2;0,1;0;0;0,7;2,62;103
"1999";"Eijsden";6,5;6,7;6,1;5,5;4,4;30,7;27,2;10;2,9;12,7;11,7;1;0,2;0,1;0;0;0,7;2,62;104
"2000";"Eijsden";6,6;6,8;6,2;5,2;4,3;29,7;27,7;10,2;3,1;12,5;11,4;1;0,1;0,1;0,1;0;0,7;2,61;105
"2001";"Eijsden";6,5;6,7;6,5;5,5;3,9;29;28,3;10,5;3,1;12,3;11,3;1;0,1;0,1;0,1;0;0,7;2,6;164
"2002";"Eijsden";6,5;6,6;6,9;5,3;4,1;28;28,7;10,7;3,3;12,3;11,1;1,2;0,1;0,1;0,1;0;0,8;2,59;164
"2003";"Eijsden";6,3;6,7;6,8;5,6;4;27,2;29,2;11,1;3,1;12,4;11,1;1,3;0,1;0,1;0,1;0;1;2,58;165
"2004";"Eijsden";6,1;6,7;6,9;5,6;4;26,4;29,6;11,5;3,2;12,5;11;1,5;0,1;0,1;0,1;0,1;1,2;2,57;165
"2005";"Eijsden";5,7;6,9;7;5,9;3,8;25,8;29,8;11,9;3,3;12,5;11;1,5;0,1;0,1;0,1;0,1;1,2;2,55;227
"2006";"Eijsden";5,3;6,8;6,8;6,2;4;25;30,2;12,2;3,4;12,6;10,8;1,7;0,1;0;0,1;0,1;1,4;2,54;228
"2007";"Eijsden";5;6,8;6,7;6,6;4;24,2;30,7;12,6;3,6;12,6;10,7;1,9;0,2;0,1;0,1;0,1;1,4;2,51;249
"2008";"Eijsden";4,5;6,7;6,8;6,5;4;23,3;31,5;13,1;3,5;12,8;10,8;1,9;0,2;0,1;0,1;0,1;1,5;2,49;262
"2009";"Eijsden";4,2;6,3;6,9;6,6;4,4;22,2;32,3;13,6;3,5;12,9;10,8;2;0,2;0,1;0,1;0,1;1,5;2,47;265
"2010";"Eijsden";4;6;6,8;6,8;4,6;21,3;32,5;14,2;3,8;12,8;10,8;2;0,2;0,1;0,1;0,1;1,5;2,46;261
"2011";"Eijsden";;;;;;;;;;;;;;;;;;;
"2012";"Eijsden";;;;;;;;;;;;;;;;;;;
"2013";"Eijsden";;;;;;;;;;;;;;;;;;;
"2014";"Eijsden";;;;;;;;;;;;;;;;;;;
"2015";"Eijsden";;;;;;;;;;;;;;;;;;;
"2016";"Eijsden";;;;;;;;;;;;;;;;;;;
"2017";"Eijsden";;;;;;;;;;;;;;;;;;;
"2018";"Eijsden";;;;;;;;;;;;;;;;;;;
"2019";"Eijsden";;;;;;;;;;;;;;;;;;;
"2020";"Eijsden";;;;;;;;;;;;;;;;;;;
"2021";"Eijsden";;;;;;;;;;;;;;;;;;;
"1995";"Eijsden-Margraten";;;;;;;;;;;;;;;;;;;
"1996";"Eijsden-Margraten";;;;;;;;;;;;;;;;;;;
"1997";"Eijsden-Margraten";;;;;;;;;;;;;;;;;;;
"1998";"Eijsden-Margraten";;;;;;;;;;;;;;;;;;;
"1999";"Eijsden-Margraten";;;;;;;;;;;;;;;;;;;
"2000";"Eijsden-Margraten";;;;;;;;;;;;;;;;;;;
"2001";"Eijsden-Margraten";;;;;;;;;;;;;;;;;;;
"2002";"Eijsden-Margraten";;;;;;;;;;;;;;;;;;;
"2003";"Eijsden-Margraten";;;;;;;;;;;;;;;;;;;
"2004";"Eijsden-Margraten";;;;;;;;;;;;;;;;;;;
"2005";"Eijsden-Margraten";;;;;;;;;;;;;;;;;;;
"2006";"Eijsden-Margraten";;;;;;;;;;;;;;;;;;;
"2007";"Eijsden-Margraten";;;;;;;;;;;;;;;;;;;
"2008";"Eijsden-Margraten";;;;;;;;;;;;;;;;;;;
"2009";"Eijsden-Margraten";;;;;;;;;;;;;;;;;;;
"2010";"Eijsden-Margraten";;;;;;;;;;;;;;;;;;;
"2011";"Eijsden-Margraten";3,7;5,3;6,6;6,9;4,9;20;32,9;15,5;4,1;12,2;10,4;1,8;0,2;0,1;0,1;0,1;1,3;2,42;265
"2012";"Eijsden-Margraten";3,7;4,9;6,6;6,6;5,2;19,6;33;16,1;4,4;12,2;10,3;1,9;0,2;0,2;0,1;0,1;1,3;2,41;258
"2013";"Eijsden-Margraten";3,7;4,7;6,4;6,7;5,1;19,6;32,6;16,6;4,6;12,3;10,4;1,9;0,2;0,1;0,1;0,1;1,4;2,38;249
"2014";"Eijsden-Margraten";4;4,3;6,2;6,4;5,2;19,5;32,6;17;4,8;12,5;10,5;2;0,2;0,2;0,1;0,1;1,5;2,35;236
"2015";"Eijsden-Margraten";3,9;4,3;5,9;6,4;5,2;19,4;32,3;17,6;5;12,4;10,4;2;0,2;0,2;0,1;0,1;1,5;2,34;228
"2016";"Eijsden-Margraten";4;4,1;5,5;6,5;5,2;19,5;32,1;18;5,1;12,5;10,4;2,1;0,2;0,2;0,1;0,1;1,5;2,33;230
"2017";"Eijsden-Margraten";4,2;4,2;5,1;6,6;4,9;19,5;31,9;18,2;5,4;12,8;10,4;2,4;0,2;0,2;0,2;0,1;1,8;2,31;232
"2018";"Eijsden-Margraten";4,6;4,2;4,9;6,3;4,8;19,9;31,1;18,5;5,7;12,9;10,3;2,6;0,2;0,1;0,1;0,1;2;2,3;245
"2019";"Eijsden-Margraten";4,7;4,4;4,5;6,1;4,7;20,1;30,7;18,7;6;13,3;10,5;2,8;0,2;0,2;0,1;0,1;2,2;2,3;260
"2020";"Eijsden-Margraten";4,9;4,4;4,5;5,8;4,8;20,1;30,1;19,1;6,3;13,3;10,6;2,8;0,2;0,1;0,1;0,2;2,2;2,29;279
"2021";"Eijsden-Margraten";5;4,6;4,4;5,5;4,7;20,7;29,5;19,4;6,2;13,6;10,6;2,9;0,2;0,2;0,1;0,2;2,3;2,28;
"1995";"Eindhoven";5,5;5;4,7;5,3;8,9;32,6;23,2;11,5;3,4;;;;;;;;;2,08;
"1996";"Eindhoven";5,5;5;4,8;5,1;8,4;32,9;23,3;11,5;3,4;20,9;11;9,9;1,7;0,8;1,6;3,4;2,5;2,07;
"1997";"Eindhoven";5,4;5,2;4,8;5,2;8;33,1;23,3;11,7;3,4;21,5;11,1;10,4;1,7;0,8;1,6;3,5;2,7;2,06;64
"1998";"Eindhoven";5,4;5,2;4,8;5,2;7,7;33;23,2;11,9;3,5;22,2;11,1;11;1,8;0,9;1,6;3,7;3;2,05;64
"1999";"Eindhoven";5,4;5,3;4,8;5,2;7,8;33;23,1;11,9;3,4;22,8;11,1;11,7;1,9;0,9;1,7;3,8;3,4;2,04;65
"2000";"Eindhoven";5,5;5,3;4,9;5,2;7,8;32,9;23;11,9;3,4;23,5;11,2;12,3;2;1;1,7;3,9;3,8;2,05;65
"2001";"Eindhoven";5,6;5,2;5;5,3;7,7;32,8;23,1;11,8;3,5;24,2;11,2;12,9;2,1;1,1;1,7;4;4,1;2,04;128
"2002";"Eindhoven";5,7;5,2;5,1;5,1;7,6;32,8;23,2;11,7;3,5;24,9;11,5;13,5;2,2;1,1;1,7;4,1;4,3;2,05;128
"2003";"Eindhoven";5,7;5,1;5,1;5,2;7,8;32,6;23,3;11,6;3,6;25,5;11,5;14;2,2;1,2;1,7;4,3;4,6;2,04;129
"2004";"Eindhoven";5,8;5,1;5,1;5,3;7,7;32,4;23,3;11,6;3,7;25,9;11,5;14,4;2,3;1,2;1,7;4,4;4,8;2,03;130
"2005";"Eindhoven";5,7;5,1;5,1;5,3;7,8;32,2;23,5;11,5;3,8;26,1;11,5;14,6;2,4;1,2;1,7;4,4;4,9;2,01;198
"2006";"Eindhoven";5,6;5,1;5;5,3;7,8;32;23,8;11,5;3,9;26,5;11,6;15;2,5;1,2;1,7;4,5;5,1;2;197
"2007";"Eindhoven";5,5;5,2;4,9;5,3;7,7;31,8;24,1;11,5;4;27;11,7;15,2;2,5;1,1;1,7;4,6;5,3;1,99;212
"2008";"Eindhoven";5,4;5,2;4,9;5,4;7,6;31,6;24,4;11,5;4,1;27,5;12;15,5;2,5;1,1;1,7;4,6;5,5;1,98;230
"2009";"Eindhoven";5,4;5,2;4,8;5,4;7,7;31,4;24,5;11,5;4,1;28,3;12,2;16;2,5;1,1;1,7;4,6;6;1,98;242
"2010";"Eindhoven";5,4;5,1;4,8;5,5;7,7;31,1;24,6;11,6;4,2;28,8;12,4;16,4;2,6;1,2;1,7;4,7;6,3;1,97;244
"2011";"Eindhoven";5,4;5;4,8;5,4;7,8;31;24,6;11,6;4,3;29,6;12,6;16,9;2,6;1,2;1,7;4,7;6,8;1,96;236
"2012";"Eindhoven";5,5;5;5;5,2;7,9;30,8;24,6;11,7;4,4;30,1;12,8;17,3;2,6;1,2;1,7;4,7;7;1,95;229
"2013";"Eindhoven";5,4;5;5;5,2;8;30,6;24,5;11,8;4,5;30,6;13,1;17,5;2,6;1,2;1,7;4,7;7,3;1,95;222
"2014";"Eindhoven";5,3;4,9;5;5,3;8;30,7;24,5;11,9;4,5;31,2;13,4;17,8;2,6;1,2;1,7;4,7;7,6;1,95;208
"2015";"Eindhoven";5,2;5;4,9;5,4;8,1;30,5;24,5;11,9;4,6;31,8;13,5;18,2;2,6;1,2;1,7;4,6;8,1;1,94;206
"2016";"Eindhoven";5;5;4,8;5,4;8,2;30,3;24,7;12;4,6;32,6;13,8;18,8;2,7;1,2;1,7;4,6;8,7;1,94;206
"2017";"Eindhoven";4,9;5;4,8;5,5;8,3;30,2;24,7;12;4,6;33,5;14;19,5;2,7;1,2;1,6;4,6;9,4;1,93;210
"2018";"Eindhoven";4,7;4,9;4,8;5,6;8,3;30,4;24,6;12,1;4,7;34,7;14,5;20,2;2,7;1,2;1,6;4,6;10;1,92;226
"2019";"Eindhoven";4,7;4,8;4,7;5,5;8,4;30,7;24,4;12;4,7;36,1;14,9;21,1;2,7;1,2;1,6;4,7;10,8;1,92;245
"2020";"Eindhoven";4,7;4,7;4,8;5,4;8,3;31,2;24,2;12;4,7;37,5;15,4;22,1;2,8;1,2;1,6;4,8;11,7;1,92;265
"2021";"Eindhoven";4,6;4,6;4,8;5,4;8,4;31,4;24,1;12,1;4,6;38,5;15,8;22,8;2,8;1,3;1,6;4,9;12,2;1,92;
"1995";"Elburg";6,9;7,3;7,9;7,5;7,7;29,6;22,3;8,7;2,1;;;;;;;;;2,88;
"1996";"Elburg";6,7;7,4;7,6;7,6;7,4;29,8;22,7;8,9;2,1;4,8;3,7;1,1;0;0,1;0,2;0,2;0,6;2,86;
"1997";"Elburg";6,7;7,2;7,4;7,5;7,1;30,1;22,8;9;2,3;4,8;3,7;1,2;0;0,1;0,2;0,2;0,7;2,82;83
"1998";"Elburg";6,7;7,1;7,3;7,6;6,8;30,1;22,9;9,2;2,3;4,8;3,6;1,3;0;0,1;0,2;0,2;0,8;2,81;83
"1999";"Elburg";6,9;6,9;7,3;7,4;6,4;30;23,4;9,4;2,3;4,9;3,5;1,4;0;0,1;0,2;0,2;0,9;2,77;84
"2000";"Elburg";7,2;7;7,3;7,3;6,2;29,8;23,5;9,3;2,4;5;3,5;1,5;0;0,2;0,2;0,1;1;2,77;84
"2001";"Elburg";7,3;6,9;7,3;7,1;6,3;29,3;23,8;9,4;2,7;5,1;3,5;1,7;0;0,2;0,2;0,1;1,2;2,76;152
"2002";"Elburg";7,5;6,7;7,2;7,1;6,2;29,1;24;9,6;2,7;5,2;3,4;1,8;0;0,1;0,2;0,2;1,3;2,76;152
"2003";"Elburg";7,6;6,8;7,1;6,9;6,2;28,6;24,4;9,7;2,7;5,2;3,3;1,9;0;0,2;0,2;0,1;1,4;2,74;153
"2004";"Elburg";7,4;6,8;7;6,8;6,3;28,3;24,9;9,7;2,8;5,3;3,3;2;0;0,2;0,2;0,1;1,5;2,72;152
"2005";"Elburg";7,4;7;6,8;6,7;6,3;28,3;25;9,7;2,8;5,2;3,3;1,9;0;0,1;0,2;0,1;1,4;2,71;220
"2006";"Elburg";7;7,1;6,7;6,7;6,2;28,3;25,2;10;2,9;5;3,2;1,8;0;0,1;0,1;0,1;1,3;2,65;223
"2007";"Elburg";6,9;7,2;6,5;6,6;6,1;27,8;25,5;10,2;3;5;3,2;1,8;0;0,1;0,2;0,1;1,4;2,64;240
"2008";"Elburg";6,6;7,4;6,7;6,5;5,8;27,4;25,8;10,5;3,2;5;3,2;1,8;0;0,1;0,2;0,1;1,4;2,62;260
"2009";"Elburg";6,6;7,3;6,7;6,4;5,9;26,8;26;10,9;3,4;5;3,2;1,8;0;0,1;0,2;0,1;1,4;2,62;271
"2010";"Elburg";6,3;7,3;7;6,4;5,8;26,3;26;11,4;3,5;5,2;3,3;1,9;0;0,1;0,2;0,1;1,4;2,61;275
"2011";"Elburg";6,4;6,8;7,1;6,3;5,8;26,1;26,2;11,6;3,7;5,3;3,4;1,9;0;0,1;0,2;0,1;1,4;2,58;273
"2012";"Elburg";6,3;6,7;7,2;6,2;5,8;25,7;25,9;12,4;3,8;5,4;3,5;1,9;0;0,1;0,2;0,1;1,5;2,56;268
"2013";"Elburg";6,4;6,4;7,2;6,3;5,7;25,2;25,8;13,1;4;5,3;3,4;1,9;0;0,1;0,2;0,1;1,4;2,55;253
"2014";"Elburg";6,3;6,4;7,1;6,3;5,5;24,9;25,9;13,5;4,1;5,3;3,4;1,9;0;0,1;0,2;0,1;1,4;2,54;238
"2015";"Elburg";6,4;6,2;7,1;6,4;5,3;24,5;26;13,9;4,2;5,5;3,5;2,1;0;0,1;0,2;0,1;1,6;2,53;232
"2016";"Elburg";6,3;6,4;6,7;6,6;5,3;24;26,3;14;4,3;5,7;3,6;2,2;0;0,1;0,2;0,1;1,7;2,52;227
"2017";"Elburg";6,2;6,4;6,6;6,9;5,2;23,4;26,6;14,3;4,5;6;3,5;2,5;0,1;0,1;0,2;0,1;2;2,51;226
"2018";"Elburg";6;6,5;6,4;7;5,2;23,1;26,7;14,7;4,5;6,1;3,4;2,7;0;0,1;0,2;0,1;2,2;2,5;234
"2019";"Elburg";5,7;6,4;6,4;6,9;5,4;22,6;27;15;4,5;6,1;3,4;2,7;0,1;0,1;0,2;0,1;2,3;2,5;250
"2020";"Elburg";5,6;6,4;6,3;6,9;5,6;22,5;27;15,2;4,5;6,4;3,5;2,9;0,1;0,1;0,2;0,1;2,4;2,49;267
"2021";"Elburg";5,5;6,4;6,4;6,6;5,9;22,8;26,8;15,3;4,5;6,8;3,6;3,2;0,1;0,1;0,2;0,2;2,6;2,47;
"1995";"Elst";7;6,1;5,5;6;6,4;33,5;24,1;9;2,4;;;;;;;;;2,58;
"1996";"Elst";6,8;6,4;5,5;5,9;5,8;33,5;24,6;9,1;2,4;10,8;8,9;2;0,1;0,2;0,3;0,7;0,8;2,58;
"1997";"Elst";6,9;6,6;5,5;5,8;5,4;33,5;24,7;9,2;2,4;10,9;8,8;2;0,1;0,1;0,3;0,7;0,8;2,56;102
"1998";"Elst";7,2;6,8;5,6;5,7;5,1;33,5;24,7;9,1;2,2;11,4;9,3;2,1;0,1;0,2;0,3;0,8;0,8;2,57;100
"1999";"Elst";7;7,1;5,8;5,5;4,8;33;25,2;9,5;2,1;11,8;9,4;2,4;0,1;0,2;0,3;0,9;0,9;2,54;100
"2000";"Elst";6,9;7,2;6,1;5,3;4,6;32,4;25,6;9,6;2,2;11,9;9,3;2,5;0,1;0,1;0,3;0,8;1,1;2,54;100
"2001";"Elst";;;;;;;;;;;;;;;;;;;
"2002";"Elst";;;;;;;;;;;;;;;;;;;
"2003";"Elst";;;;;;;;;;;;;;;;;;;
"2004";"Elst";;;;;;;;;;;;;;;;;;;
"2005";"Elst";;;;;;;;;;;;;;;;;;;
"2006";"Elst";;;;;;;;;;;;;;;;;;;
"2007";"Elst";;;;;;;;;;;;;;;;;;;
"2008";"Elst";;;;;;;;;;;;;;;;;;;
"2009";"Elst";;;;;;;;;;;;;;;;;;;
"2010";"Elst";;;;;;;;;;;;;;;;;;;
"2011";"Elst";;;;;;;;;;;;;;;;;;;
"2012";"Elst";;;;;;;;;;;;;;;;;;;
"2013";"Elst";;;;;;;;;;;;;;;;;;;
"2014";"Elst";;;;;;;;;;;;;;;;;;;
"2015";"Elst";;;;;;;;;;;;;;;;;;;
"2016";"Elst";;;;;;;;;;;;;;;;;;;
"2017";"Elst";;;;;;;;;;;;;;;;;;;
"2018";"Elst";;;;;;;;;;;;;;;;;;;
"2019";"Elst";;;;;;;;;;;;;;;;;;;
"2020";"Elst";;;;;;;;;;;;;;;;;;;
"2021";"Elst";;;;;;;;;;;;;;;;;;;
"1995";"Emmen";5,7;6;5,9;6,2;7,1;30,8;24,3;11,3;2,7;;;;;;;;;2,44;
"1996";"Emmen";5,7;6;5,8;6,1;6,6;30,8;24,6;11,5;2,8;8,7;6,2;2,5;0,3;0,2;0,3;0,6;1,1;2,42;
"1997";"Emmen";5,7;5,9;5,9;6,1;6,3;30,7;24,9;11,8;2,9;9;6,3;2,7;0,3;0,2;0,4;0,6;1,2;2,4;69
"1998";"Emmen";5,7;5,9;6;6,1;5,9;30,7;25,2;11,7;2,9;9,1;6,4;2,7;0,2;0,2;0,4;0,6;1,3;2,4;69
"1999";"Emmen";5,8;5,9;6,1;5,9;5,6;30,4;25,5;11,9;3;9,2;6,4;2,8;0,3;0,2;0,4;0,6;1,4;2,37;70
"2000";"Emmen";5,9;5,8;6,1;5,8;5,4;30;25,8;12,1;3,1;9,4;6,6;2,8;0,3;0,2;0,4;0,6;1,3;2,38;70
"2001";"Emmen";6;5,8;6,1;5,7;5,5;29,7;26;12;3,3;10;6,8;3,1;0,3;0,2;0,4;0,6;1,6;2,37;100
"2002";"Emmen";6,1;5,8;6,1;5,8;5,4;29,4;26,2;11,9;3,4;10,3;6,9;3,4;0,3;0,3;0,4;0,7;1,8;2,37;100
"2003";"Emmen";6,1;5,8;6;5,9;5,3;28,9;26,6;12;3,5;10,3;6,8;3,5;0,3;0,3;0,4;0,7;1,8;2,36;101
"2004";"Emmen";5,9;5,9;6;6;5,1;28,3;27;12,1;3,7;10,3;6,8;3,5;0,3;0,3;0,4;0,7;1,9;2,35;102
"2005";"Emmen";5,8;6,1;6;5,9;5,1;27,9;27,3;12,1;3,8;10,5;6,8;3,7;0,3;0,3;0,4;0,7;2;2,34;151
"2006";"Emmen";5,7;6,1;5,9;5,9;5,1;27,5;27,6;12,3;3,9;10,4;6,7;3,7;0,3;0,3;0,4;0,7;1,9;2,32;152
"2007";"Emmen";5,5;6,2;5,9;5,8;5,1;26,9;28,2;12,5;4;10,6;6,8;3,8;0,3;0,3;0,4;0,8;2;2,31;167
"2008";"Emmen";5,3;6,1;5,9;5,8;5,3;26,4;28,6;12,6;4,1;10,7;6,9;3,8;0,3;0,3;0,4;0,7;2;2,29;178
"2009";"Emmen";5,1;6,1;6;5,7;5,5;25,7;28,9;12,8;4,2;10,9;7,1;3,8;0,4;0,3;0,4;0,7;2;2,28;185
"2010";"Emmen";5,1;5,9;6,1;5,7;5,4;25,1;29,3;13,1;4,3;11,1;7,1;4;0,3;0,3;0,4;0,8;2,2;2,26;185
"2011";"Emmen";5;5,7;6,2;5,7;5,3;24,7;29,7;13,3;4,4;11,2;7,1;4,1;0,4;0,3;0,4;0,8;2,3;2,26;177
"2012";"Emmen";4,9;5,5;6,2;5,7;5,3;24,2;29,7;13,9;4,5;11,2;7,1;4,1;0,4;0,3;0,4;0,8;2,3;2,25;173
"2013";"Emmen";4,9;5,4;6,2;5,7;5,2;23,8;29,6;14,6;4,6;11,2;7,1;4,1;0,3;0,3;0,4;0,8;2,3;2,25;164
"2014";"Emmen";4,8;5,3;6,2;5,8;5,1;23,2;29,8;15,1;4,7;11,4;7,1;4,3;0,3;0,3;0,4;0,8;2,3;2,24;153
"2015";"Emmen";4,6;5,2;6;5,9;5,1;22,7;29,9;15,6;4,9;11,4;7,1;4,3;0,3;0,3;0,4;0,8;2,4;2,22;147
"2016";"Emmen";4,5;5,2;5,9;6,1;5;22,3;30;16;5,1;11,6;7,1;4,5;0,4;0,4;0,4;0,8;2,6;2,21;148
"2017";"Emmen";4,4;5,1;5,7;6,2;4,9;22;30,2;16,4;5,2;11,8;7;4,8;0,4;0,3;0,4;0,8;2,9;2,19;147
"2018";"Emmen";4,3;5,1;5,6;6,2;5;21,6;30,2;16,8;5,3;12;7;5;0,3;0,3;0,4;0,8;3,1;2,18;150
"2019";"Emmen";4,3;5;5,4;6,2;5,2;21,4;30;17,2;5,4;12,2;7;5,3;0,3;0,4;0,4;0,8;3,4;2,17;163
"2020";"Emmen";4,2;4,8;5,4;6,1;5,3;21,3;29,8;17,6;5,5;12,4;6,9;5,4;0,3;0,4;0,4;0,8;3,5;2,16;173
"2021";"Emmen";4,2;4,7;5,4;6;5,5;21,3;29,6;17,8;5,7;12,5;7;5,5;0,3;0,4;0,4;0,8;3,6;2,17;
"1995";"Enkhuizen";6,9;6,4;6,2;6,5;7;31,4;23;9;3,6;;;;;;;;;2,4;
"1996";"Enkhuizen";6,6;6,4;6,2;6,4;6,8;31;23,7;9,1;3,7;10,9;5,5;5,4;0,7;0,3;0,6;1,9;1,9;2,37;
"1997";"Enkhuizen";6,5;6,5;6,2;6,5;6,4;31;24,1;9,2;3,7;11,1;5,5;5,7;0,8;0,2;0,6;2;2,1;2,37;73
"1998";"Enkhuizen";6,2;6,6;6,2;6,6;6,1;30,7;24,6;9,4;3,6;11,5;5,7;5,8;0,7;0,2;0,6;2,1;2,2;2,35;73
"1999";"Enkhuizen";6,1;6,7;6,2;6,3;6,1;30,6;24,9;9,6;3,4;11,8;5,8;6;0,7;0,3;0,6;2,1;2,3;2,33;74
"2000";"Enkhuizen";5,7;6,9;6,4;6;6,1;30,7;25,4;9,6;3,1;11,9;5,9;6;0,7;0,3;0,6;2,1;2,4;2,31;75
"2001";"Enkhuizen";5,8;6,7;6,5;6,1;5,7;30,5;25,9;9,5;3,2;12,2;5,8;6,4;0,7;0,3;0,6;2,1;2,7;2,32;113
"2002";"Enkhuizen";5,7;6,6;6,5;6,3;5,7;30,4;26,3;9,4;3;12,4;6;6,3;0,7;0,3;0,6;2,1;2,7;2,31;108
"2003";"Enkhuizen";5,8;6,3;6,5;6,3;5,8;29,8;26,9;9,6;3;12,6;6,2;6,4;0,7;0,3;0,6;2,1;2,7;2,29;110
"2004";"Enkhuizen";5,7;6,2;6,6;6,2;5,9;29,6;27,1;9,7;3,1;12,7;6,2;6,5;0,7;0,3;0,6;2,2;2,6;2,29;114
"2005";"Enkhuizen";5,8;5,9;6,9;6,2;5,5;29,3;27,5;9,8;3,1;12,9;6,3;6,6;0,7;0,3;0,6;2,2;2,7;2,29;172
"2006";"Enkhuizen";5,6;5,8;6,6;6,2;5,6;28,8;27,8;10,1;3,6;12,9;6,3;6,6;0,7;0,3;0,6;2,2;2,8;2,27;173
"2007";"Enkhuizen";5,6;5,7;6,5;6,1;5,6;28,2;28,4;10,3;3,6;12,9;6,4;6,4;0,7;0,3;0,6;2,1;2,7;2,25;188
"2008";"Enkhuizen";5,6;5,7;6,2;6,3;5,5;27,7;28,8;10,6;3,6;13,1;6,6;6,5;0,8;0,3;0,6;2,1;2,7;2,24;200
"2009";"Enkhuizen";5,7;5,7;6;6,3;5,4;27,4;28,9;11;3,5;13,4;6,9;6,5;0,8;0,3;0,6;2;2,8;2,23;205
"2010";"Enkhuizen";5,8;5,6;5,7;6,6;5,2;26,8;29,3;11,4;3,6;13,7;7,2;6,5;0,8;0,3;0,6;2;2,9;2,22;206
"2011";"Enkhuizen";5,7;5,6;5,8;6,3;5,2;26,3;29,7;11,8;3,7;13,8;7,4;6,3;0,7;0,3;0,6;2;2,8;2,21;206
"2012";"Enkhuizen";5,6;5,4;5,7;6,3;5,2;26;29,4;12,6;3,9;13,9;7,7;6,3;0,7;0,3;0,6;2;2,7;2,19;201
"2013";"Enkhuizen";5,6;5,5;5,6;6;5,4;25,8;28,8;13,4;4;14,3;7,9;6,4;0,7;0,3;0,6;1,9;2,8;2,18;192
"2014";"Enkhuizen";5,4;5,6;5,6;5,7;5,5;25,5;28,7;14;4;14,6;8,1;6,5;0,7;0,3;0,6;1,9;2,9;2,18;180
"2015";"Enkhuizen";5,2;5,7;5,5;5,5;5,8;24,7;29;14,6;4,1;14,8;8,5;6,4;0,7;0,3;0,6;1,9;3;2,17;176
"2016";"Enkhuizen";5,1;5,7;5,4;5,6;5,4;24,4;28,9;15,3;4,2;15,3;8,8;6,5;0,7;0,3;0,6;1,9;3,1;2,15;177
"2017";"Enkhuizen";5;5,7;5,4;5,5;5,4;24;28,8;15,8;4,3;15,6;8,7;6,9;0,7;0,3;0,6;1,9;3,4;2,15;180
