"Geslacht;""Leeftijd"";""Nationaliteit"";""Perioden"";""Regio's"";""Bevolking (aantal)"""
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Noordoost-Noord-Brabant (CR)"";22280"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Noordoost-Noord-Brabant (CR)"";24272"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Noordoost-Noord-Brabant (CR)"";25839"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Noordoost-Noord-Brabant (CR)"";27816"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Noordoost-Noord-Brabant (CR)"";29660"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Zuidoost-Noord-Brabant (CR)"";36250"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Zuidoost-Noord-Brabant (CR)"";37430"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Zuidoost-Noord-Brabant (CR)"";39304"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Zuidoost-Noord-Brabant (CR)"";41527"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Zuidoost-Noord-Brabant (CR)"";44847"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Zuidoost-Noord-Brabant (CR)"";48926"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Zuidoost-Noord-Brabant (CR)"";53359"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Zuidoost-Noord-Brabant (CR)"";58907"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Zuidoost-Noord-Brabant (CR)"";65096"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Noord-Limburg (CR)"";12110"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Noord-Limburg (CR)"";12425"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Noord-Limburg (CR)"";13024"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Noord-Limburg (CR)"";13777"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Noord-Limburg (CR)"";14029"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Noord-Limburg (CR)"";15681"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Noord-Limburg (CR)"";16206"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Noord-Limburg (CR)"";17241"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Noord-Limburg (CR)"";18354"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Midden-Limburg (CR)"";8940"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Midden-Limburg (CR)"";9159"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Midden-Limburg (CR)"";9284"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Midden-Limburg (CR)"";9719"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Midden-Limburg (CR)"";10162"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Midden-Limburg (CR)"";10931"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Midden-Limburg (CR)"";11744"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Midden-Limburg (CR)"";12128"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Midden-Limburg (CR)"";12800"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Zuid-Limburg (CR)"";34449"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Zuid-Limburg (CR)"";35611"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Zuid-Limburg (CR)"";36687"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Zuid-Limburg (CR)"";37440"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Zuid-Limburg (CR)"";39515"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Zuid-Limburg (CR)"";41711"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Zuid-Limburg (CR)"";43770"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Zuid-Limburg (CR)"";45044"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Zuid-Limburg (CR)"";47166"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Flevoland (CR)"";18375"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Flevoland (CR)"";18764"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Flevoland (CR)"";19297"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Flevoland (CR)"";20094"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Flevoland (CR)"";21292"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Flevoland (CR)"";23656"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Flevoland (CR)"";25322"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Flevoland (CR)"";27370"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Flevoland (CR)"";31009"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Oost-Groningen (CR)"";1232"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Oost-Groningen (CR)"";1254"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Oost-Groningen (CR)"";1268"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Oost-Groningen (CR)"";1290"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Oost-Groningen (CR)"";1283"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Oost-Groningen (CR)"";1319"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Oost-Groningen (CR)"";1280"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Oost-Groningen (CR)"";1340"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Oost-Groningen (CR)"";1398"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Delfzijl en omgeving (CR)"";469"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Delfzijl en omgeving (CR)"";515"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Delfzijl en omgeving (CR)"";478"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Delfzijl en omgeving (CR)"";457"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Delfzijl en omgeving (CR)"";505"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Delfzijl en omgeving (CR)"";492"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Delfzijl en omgeving (CR)"";463"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Delfzijl en omgeving (CR)"";463"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Delfzijl en omgeving (CR)"";527"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Overig Groningen (CR)"";9323"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Overig Groningen (CR)"";10162"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Overig Groningen (CR)"";10924"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Overig Groningen (CR)"";11079"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Overig Groningen (CR)"";11500"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Overig Groningen (CR)"";12537"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Overig Groningen (CR)"";13286"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Overig Groningen (CR)"";14888"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Overig Groningen (CR)"";16157"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Noord-Friesland (CR)"";3795"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Noord-Friesland (CR)"";3835"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Noord-Friesland (CR)"";3713"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Noord-Friesland (CR)"";3674"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Noord-Friesland (CR)"";3850"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Noord-Friesland (CR)"";3986"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Noord-Friesland (CR)"";4156"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Noord-Friesland (CR)"";4557"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Noord-Friesland (CR)"";5161"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Zuidwest-Friesland (CR)"";925"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Zuidwest-Friesland (CR)"";944"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Zuidwest-Friesland (CR)"";1179"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Zuidwest-Friesland (CR)"";1183"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Zuidwest-Friesland (CR)"";1200"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Zuidwest-Friesland (CR)"";1228"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Zuidwest-Friesland (CR)"";1253"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Zuidwest-Friesland (CR)"";1326"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Zuidwest-Friesland (CR)"";1385"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Zuidoost-Friesland (CR)"";1242"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Zuidoost-Friesland (CR)"";1313"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Zuidoost-Friesland (CR)"";1142"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Zuidoost-Friesland (CR)"";1221"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Zuidoost-Friesland (CR)"";1232"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Zuidoost-Friesland (CR)"";1274"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Zuidoost-Friesland (CR)"";1263"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Zuidoost-Friesland (CR)"";1325"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Zuidoost-Friesland (CR)"";1424"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Noord-Drenthe (CR)"";1273"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Noord-Drenthe (CR)"";1312"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Noord-Drenthe (CR)"";1370"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Noord-Drenthe (CR)"";1404"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Noord-Drenthe (CR)"";1379"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Noord-Drenthe (CR)"";1381"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Noord-Drenthe (CR)"";1399"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Noord-Drenthe (CR)"";1448"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Noord-Drenthe (CR)"";1537"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Zuidoost-Drenthe (CR)"";1573"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Zuidoost-Drenthe (CR)"";1612"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Zuidoost-Drenthe (CR)"";1643"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Zuidoost-Drenthe (CR)"";1637"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Zuidoost-Drenthe (CR)"";1641"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Zuidoost-Drenthe (CR)"";1589"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Zuidoost-Drenthe (CR)"";1588"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Zuidoost-Drenthe (CR)"";1675"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Zuidoost-Drenthe (CR)"";1684"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Zuidwest-Drenthe (CR)"";733"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Zuidwest-Drenthe (CR)"";758"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Zuidwest-Drenthe (CR)"";784"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Zuidwest-Drenthe (CR)"";843"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Zuidwest-Drenthe (CR)"";939"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Zuidwest-Drenthe (CR)"";1010"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Zuidwest-Drenthe (CR)"";1085"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Zuidwest-Drenthe (CR)"";1215"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Zuidwest-Drenthe (CR)"";1365"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Noord-Overijssel (CR)"";2806"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Noord-Overijssel (CR)"";2953"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Noord-Overijssel (CR)"";3168"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Noord-Overijssel (CR)"";3328"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Noord-Overijssel (CR)"";3494"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Noord-Overijssel (CR)"";3640"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Noord-Overijssel (CR)"";3823"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Noord-Overijssel (CR)"";4070"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Noord-Overijssel (CR)"";4442"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Zuidwest-Overijssel (CR)"";2020"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Zuidwest-Overijssel (CR)"";2056"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Zuidwest-Overijssel (CR)"";2005"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Zuidwest-Overijssel (CR)"";2054"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Zuidwest-Overijssel (CR)"";2181"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Zuidwest-Overijssel (CR)"";2376"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Zuidwest-Overijssel (CR)"";2444"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Zuidwest-Overijssel (CR)"";2587"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Zuidwest-Overijssel (CR)"";2851"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Twente (CR)"";9290"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Twente (CR)"";9530"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Twente (CR)"";9537"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Twente (CR)"";9564"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Twente (CR)"";9509"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Twente (CR)"";9870"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Twente (CR)"";10390"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Twente (CR)"";11223"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Twente (CR)"";12185"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Veluwe (CR)"";8143"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Veluwe (CR)"";8572"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Veluwe (CR)"";8433"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Veluwe (CR)"";9197"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Veluwe (CR)"";9774"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Veluwe (CR)"";10100"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Veluwe (CR)"";10840"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Veluwe (CR)"";11220"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Veluwe (CR)"";11939"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Achterhoek (CR)"";3559"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Achterhoek (CR)"";3616"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Achterhoek (CR)"";3703"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Achterhoek (CR)"";3779"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Achterhoek (CR)"";3818"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Achterhoek (CR)"";3849"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Achterhoek (CR)"";4065"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Achterhoek (CR)"";4270"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Achterhoek (CR)"";4451"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Arnhem/Nijmegen (CR)"";12504"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Arnhem/Nijmegen (CR)"";12739"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Arnhem/Nijmegen (CR)"";12815"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Arnhem/Nijmegen (CR)"";13057"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Arnhem/Nijmegen (CR)"";13665"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Arnhem/Nijmegen (CR)"";14433"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Arnhem/Nijmegen (CR)"";15167"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Arnhem/Nijmegen (CR)"";16100"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Arnhem/Nijmegen (CR)"";17092"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Zuidwest-Gelderland (CR)"";2973"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Zuidwest-Gelderland (CR)"";3324"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Zuidwest-Gelderland (CR)"";3695"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Zuidwest-Gelderland (CR)"";4175"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Zuidwest-Gelderland (CR)"";4513"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Zuidwest-Gelderland (CR)"";4831"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Zuidwest-Gelderland (CR)"";5230"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Zuidwest-Gelderland (CR)"";6862"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Zuidwest-Gelderland (CR)"";7820"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Utrecht (CR)"";22987"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Utrecht (CR)"";23846"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Utrecht (CR)"";24844"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Utrecht (CR)"";26171"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Utrecht (CR)"";27696"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Utrecht (CR)"";29932"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Utrecht (CR)"";31927"
