"Geslacht;""Leeftijd"";""Burgerlijke staat"";""Perioden"";""Regio's"";""Bevolking op 1 januari (aantal)"""
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Groot-Rijnmond (CR)"";527159"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Groot-Rijnmond (CR)"";527033"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Zuidoost-Zuid-Holland (CR)"";176434"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Zuidoost-Zuid-Holland (CR)"";176624"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Zuidoost-Zuid-Holland (CR)"";176331"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Zuidoost-Zuid-Holland (CR)"";175781"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Zuidoost-Zuid-Holland (CR)"";175089"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Zuidoost-Zuid-Holland (CR)"";174181"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Zuidoost-Zuid-Holland (CR)"";173968"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Zuidoost-Zuid-Holland (CR)"";173762"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Zuidoost-Zuid-Holland (CR)"";157483"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Zuidoost-Zuid-Holland (CR)"";157156"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Zeeuwsch-Vlaanderen (CR)"";50488"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Zeeuwsch-Vlaanderen (CR)"";50096"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Zeeuwsch-Vlaanderen (CR)"";49651"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Zeeuwsch-Vlaanderen (CR)"";49073"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Zeeuwsch-Vlaanderen (CR)"";48579"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Zeeuwsch-Vlaanderen (CR)"";48154"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Zeeuwsch-Vlaanderen (CR)"";47805"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Zeeuwsch-Vlaanderen (CR)"";47454"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Zeeuwsch-Vlaanderen (CR)"";47151"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Zeeuwsch-Vlaanderen (CR)"";46663"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Overig Zeeland (CR)"";125672"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Overig Zeeland (CR)"";125285"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Overig Zeeland (CR)"";124829"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Overig Zeeland (CR)"";123970"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Overig Zeeland (CR)"";123414"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Overig Zeeland (CR)"";122879"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Overig Zeeland (CR)"";122596"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Overig Zeeland (CR)"";122395"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Overig Zeeland (CR)"";122012"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Overig Zeeland (CR)"";121829"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""West-Noord-Brabant (CR)"";271910"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""West-Noord-Brabant (CR)"";270938"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""West-Noord-Brabant (CR)"";269272"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""West-Noord-Brabant (CR)"";267604"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""West-Noord-Brabant (CR)"";265697"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""West-Noord-Brabant (CR)"";264259"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""West-Noord-Brabant (CR)"";263163"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""West-Noord-Brabant (CR)"";262136"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""West-Noord-Brabant (CR)"";261141"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""West-Noord-Brabant (CR)"";260501"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Midden-Noord-Brabant (CR)"";194512"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Midden-Noord-Brabant (CR)"";193973"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Midden-Noord-Brabant (CR)"";193197"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Midden-Noord-Brabant (CR)"";192071"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Midden-Noord-Brabant (CR)"";191017"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Midden-Noord-Brabant (CR)"";190548"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Midden-Noord-Brabant (CR)"";190531"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Midden-Noord-Brabant (CR)"";190209"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Midden-Noord-Brabant (CR)"";190234"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Midden-Noord-Brabant (CR)"";190064"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Noordoost-Noord-Brabant (CR)"";281521"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Noordoost-Noord-Brabant (CR)"";280432"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Noordoost-Noord-Brabant (CR)"";279116"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Noordoost-Noord-Brabant (CR)"";277188"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Noordoost-Noord-Brabant (CR)"";275638"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Noordoost-Noord-Brabant (CR)"";274199"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Noordoost-Noord-Brabant (CR)"";273301"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Noordoost-Noord-Brabant (CR)"";272516"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Noordoost-Noord-Brabant (CR)"";272072"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Noordoost-Noord-Brabant (CR)"";271934"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Zuidoost-Noord-Brabant (CR)"";319215"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Zuidoost-Noord-Brabant (CR)"";317954"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Zuidoost-Noord-Brabant (CR)"";316599"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Zuidoost-Noord-Brabant (CR)"";314918"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Zuidoost-Noord-Brabant (CR)"";313092"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Zuidoost-Noord-Brabant (CR)"";311627"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Zuidoost-Noord-Brabant (CR)"";310829"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Zuidoost-Noord-Brabant (CR)"";310366"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Zuidoost-Noord-Brabant (CR)"";310715"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Zuidoost-Noord-Brabant (CR)"";311512"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Noord-Limburg (CR)"";126888"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Noord-Limburg (CR)"";126337"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Noord-Limburg (CR)"";125515"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Noord-Limburg (CR)"";124520"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Noord-Limburg (CR)"";123636"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Noord-Limburg (CR)"";122570"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Noord-Limburg (CR)"";122311"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Noord-Limburg (CR)"";121631"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Noord-Limburg (CR)"";121042"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Noord-Limburg (CR)"";120543"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Midden-Limburg (CR)"";108275"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Midden-Limburg (CR)"";107533"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Midden-Limburg (CR)"";106683"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Midden-Limburg (CR)"";105619"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Midden-Limburg (CR)"";104684"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Midden-Limburg (CR)"";103659"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Midden-Limburg (CR)"";102677"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Midden-Limburg (CR)"";102263"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Midden-Limburg (CR)"";101522"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Midden-Limburg (CR)"";100901"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Zuid-Limburg (CR)"";266410"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Zuid-Limburg (CR)"";263976"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Zuid-Limburg (CR)"";260801"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Zuid-Limburg (CR)"";257136"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Zuid-Limburg (CR)"";253506"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Zuid-Limburg (CR)"";250363"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Zuid-Limburg (CR)"";247641"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Zuid-Limburg (CR)"";245013"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Zuid-Limburg (CR)"";242948"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Zuid-Limburg (CR)"";240967"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Flevoland (CR)"";158401"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Flevoland (CR)"";158875"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Flevoland (CR)"";159217"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Flevoland (CR)"";158955"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Flevoland (CR)"";158512"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Flevoland (CR)"";158622"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Flevoland (CR)"";159595"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Flevoland (CR)"";160116"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Flevoland (CR)"";161275"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Flevoland (CR)"";163133"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Oost-Groningen (CR)"";10601"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Oost-Groningen (CR)"";10833"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Oost-Groningen (CR)"";11199"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Oost-Groningen (CR)"";11406"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Oost-Groningen (CR)"";11774"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Oost-Groningen (CR)"";12061"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Oost-Groningen (CR)"";12272"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Oost-Groningen (CR)"";11529"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Oost-Groningen (CR)"";11741"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Oost-Groningen (CR)"";11893"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Delfzijl en omgeving (CR)"";3336"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Delfzijl en omgeving (CR)"";3395"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Delfzijl en omgeving (CR)"";3466"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Delfzijl en omgeving (CR)"";3549"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Delfzijl en omgeving (CR)"";3659"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Delfzijl en omgeving (CR)"";3694"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Delfzijl en omgeving (CR)"";3754"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Delfzijl en omgeving (CR)"";3812"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Delfzijl en omgeving (CR)"";3819"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Delfzijl en omgeving (CR)"";3876"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Overig Groningen (CR)"";24878"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Overig Groningen (CR)"";25120"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Overig Groningen (CR)"";25426"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Overig Groningen (CR)"";25894"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Overig Groningen (CR)"";26454"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Overig Groningen (CR)"";26934"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Overig Groningen (CR)"";27210"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Overig Groningen (CR)"";28583"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Overig Groningen (CR)"";28900"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Overig Groningen (CR)"";29165"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Noord-Friesland (CR)"";20923"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Noord-Friesland (CR)"";21318"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Noord-Friesland (CR)"";21806"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Noord-Friesland (CR)"";21781"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Noord-Friesland (CR)"";22334"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Noord-Friesland (CR)"";22942"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Noord-Friesland (CR)"";23434"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Noord-Friesland (CR)"";23569"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Noord-Friesland (CR)"";23837"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Noord-Friesland (CR)"";24238"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Zuidwest-Friesland (CR)"";6521"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Zuidwest-Friesland (CR)"";6705"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Zuidwest-Friesland (CR)"";6868"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Zuidwest-Friesland (CR)"";8819"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Zuidwest-Friesland (CR)"";9003"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Zuidwest-Friesland (CR)"";9141"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Zuidwest-Friesland (CR)"";9410"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Zuidwest-Friesland (CR)"";9907"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Zuidwest-Friesland (CR)"";10179"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Zuidwest-Friesland (CR)"";10352"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Zuidoost-Friesland (CR)"";12971"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Zuidoost-Friesland (CR)"";13304"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Zuidoost-Friesland (CR)"";13593"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Zuidoost-Friesland (CR)"";12862"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Zuidoost-Friesland (CR)"";13269"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Zuidoost-Friesland (CR)"";13749"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Zuidoost-Friesland (CR)"";14160"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Zuidoost-Friesland (CR)"";14444"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Zuidoost-Friesland (CR)"";14712"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Zuidoost-Friesland (CR)"";14902"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Noord-Drenthe (CR)"";12663"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Noord-Drenthe (CR)"";12933"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Noord-Drenthe (CR)"";13293"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Noord-Drenthe (CR)"";13665"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Noord-Drenthe (CR)"";14028"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Noord-Drenthe (CR)"";14387"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Noord-Drenthe (CR)"";14719"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Noord-Drenthe (CR)"";14988"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Noord-Drenthe (CR)"";15142"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Noord-Drenthe (CR)"";15463"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Zuidoost-Drenthe (CR)"";10937"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Zuidoost-Drenthe (CR)"";11250"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Zuidoost-Drenthe (CR)"";11579"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Zuidoost-Drenthe (CR)"";11971"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Zuidoost-Drenthe (CR)"";12299"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Zuidoost-Drenthe (CR)"";12580"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Zuidoost-Drenthe (CR)"";12915"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Zuidoost-Drenthe (CR)"";13245"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Zuidoost-Drenthe (CR)"";13489"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Zuidoost-Drenthe (CR)"";13728"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Zuidwest-Drenthe (CR)"";7800"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Zuidwest-Drenthe (CR)"";8007"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Zuidwest-Drenthe (CR)"";8299"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Zuidwest-Drenthe (CR)"";8528"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Zuidwest-Drenthe (CR)"";8756"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Zuidwest-Drenthe (CR)"";9013"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Zuidwest-Drenthe (CR)"";9334"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Zuidwest-Drenthe (CR)"";9692"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Zuidwest-Drenthe (CR)"";9960"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Zuidwest-Drenthe (CR)"";10235"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Noord-Overijssel (CR)"";17729"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Noord-Overijssel (CR)"";18290"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Noord-Overijssel (CR)"";18766"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Noord-Overijssel (CR)"";19346"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Noord-Overijssel (CR)"";19972"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Noord-Overijssel (CR)"";20585"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Noord-Overijssel (CR)"";21147"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Noord-Overijssel (CR)"";21903"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Noord-Overijssel (CR)"";22462"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Noord-Overijssel (CR)"";22976"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Zuidwest-Overijssel (CR)"";8955"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Zuidwest-Overijssel (CR)"";9155"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Zuidwest-Overijssel (CR)"";9396"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Zuidwest-Overijssel (CR)"";9678"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Zuidwest-Overijssel (CR)"";10024"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Zuidwest-Overijssel (CR)"";10358"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Zuidwest-Overijssel (CR)"";10663"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Zuidwest-Overijssel (CR)"";10949"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Zuidwest-Overijssel (CR)"";11195"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Zuidwest-Overijssel (CR)"";11350"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Twente (CR)"";34861"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Twente (CR)"";35587"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Twente (CR)"";36582"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Twente (CR)"";37819"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Twente (CR)"";38987"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Twente (CR)"";39758"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Twente (CR)"";40685"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Twente (CR)"";41522"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Twente (CR)"";42296"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Twente (CR)"";43038"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Veluwe (CR)"";35924"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Veluwe (CR)"";36967"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Veluwe (CR)"";38036"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Veluwe (CR)"";39269"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Veluwe (CR)"";40537"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Veluwe (CR)"";41723"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Veluwe (CR)"";42875"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Veluwe (CR)"";43941"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Veluwe (CR)"";44873"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Veluwe (CR)"";45812"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Achterhoek (CR)"";21670"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Achterhoek (CR)"";22361"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Achterhoek (CR)"";23143"
